time,alpha,x_min,error,gini,mean,pop,gdp,rev,exp,btm,top
0,0.7842010067014289,2.798145134893447,0.024798613245734846,0.5953847639686924,19.06309502251124,1000.0,19063.095022511232,1622.0923648135495,0.0,314.8381674500881,9882.64731597421
1,0.771164577660985,2.82023665252137,0.0243848700055147,0.59234842131435,19.52622791308292,1000.135,19528.955065104048,1650.3147724870435,0.0,318.239570335704,10062.919098147824
2,0.7635692798277023,2.877431943086013,0.024145196246030377,0.5878512928683555,19.973283957704833,1000.06,19974.30642491869,1708.644092877854,0.0,327.11255980627624,10216.645801874507
3,0.7410171641530853,2.8195341302589387,0.023433327189839974,0.5862465296121457,20.43532851522615,999.97,20435.24436477622,1682.3456574498052,0.0,325.7994483094671,10464.881419550584
4,0.7345685138822856,2.8765837966026537,0.023228765901749333,0.5835363787107968,20.901644775611615,999.99,20902.112429133547,1740.6678993793728,0.0,335.28683102498474,10644.889022705525
5,0.7241744260370466,2.893333319883614,0.02289896108563005,0.5810841191464527,21.383446051973905,1000.14,21386.64309915561,1760.4356514879476,0.0,340.83665978523766,10876.582230742704
6,0.7117166438748436,2.8985436256908446,0.022503332828744855,0.578564087283201,21.82517727235644,1000.295,21831.63938636614,1774.979330494074,0.0,346.5135446702386,11065.019345458217
7,0.7127537035038445,3.0025470164472665,0.02253348739045256,0.5757017768444289,22.286986860638113,1000.54,22298.564555177512,1854.6136081611994,0.0,361.2149354265073,11222.549911929953
8,0.7110812615686308,3.0780574158830336,0.022475902452358462,0.5727323137162316,22.730957688516924,1000.885,22751.86454012015,1907.3957369880416,0.0,374.0277442244538,11393.07853105072
9,0.709733012741741,3.152249519492892,0.02242594862053423,0.5692985930612986,23.15029422294088,1001.55,23187.281999251518,1959.5689276762967,0.0,387.6492127719753,11545.288637180307
10,0.6953260783852048,3.120367025526728,0.021965408110639077,0.5675538710739326,23.611263197466304,1002.035,23660.63534859937,1942.232382917057,0.0,394.19280986854864,11800.815657201325
11,0.7080204920498369,3.306280396125148,0.02235915123398389,0.5638323290432996,24.037257780011554,1002.66,24102.276015618256,2073.066235200862,0.0,419.5385431729434,11896.410647448669
12,0.6876970188969526,3.2065251389675034,0.02171083314329907,0.5627448429160153,24.446189832537016,1003.315,24527.599560108436,1991.2597071040293,0.0,419.542013121311,12165.183433944141
13,0.678752730629941,3.2012010819263805,0.021418880769949245,0.5609662078665164,24.83897234526544,1004.195,24944.159752035466,1993.5317110476585,0.0,430.5135352042369,12358.51581809873
14,0.6741613125186546,3.230957436039501,0.02126405871765697,0.5594088735351712,25.216078553537972,1005.08,25345.540648831804,2008.626216024163,0.0,443.1808874650134,12522.514722891887
15,0.6844990704367773,3.4180136362217786,0.02158141753800028,0.5550258553600236,25.590141609683847,1005.925,25742.993648005056,2168.956010953333,0.0,473.6585954219701,12571.809599794187
16,0.6746001459663731,3.38696832620332,0.021255664018284777,0.5553438865638056,25.95811057655339,1007.235,26145.852236893556,2136.1654599128933,0.0,480.281929697763,12790.181222573374
17,0.6774269483782505,3.481420862359285,0.02133174438815074,0.5533646265179519,26.336110591185744,1008.455,26559.543086823374,2207.472814835382,0.0,499.2844576065563,12918.491366332404
18,0.6689649633334714,3.4544953772337728,0.021049128152176716,0.5537515501417044,26.678580561604964,1010.0,26944.967376876666,2179.41149383409,0.0,506.0441754066884,13137.644392033042
19,0.6672700671056251,3.4857690981250933,0.020980659621249394,0.5517440428709429,27.01383187571753,1011.485,27324.400074366342,2203.787754800245,0.0,517.2572872520041,13304.88287273687
20,0.6708732145473927,3.5931687292840797,0.021075955828819933,0.5511906579819368,27.34581212525766,1013.175,27706.976270828378,2301.4220968463014,0.0,535.8120000289316,13416.155660980392
21,0.6613211030941164,3.5159317096948155,0.020756921094293654,0.5513320391757949,27.643923750956727,1015.01,28061.233342186013,2250.976449628439,0.0,534.695364601132,13647.03409009375
22,0.6642473999997683,3.6115872256400805,0.02082756926815614,0.5524803446245518,27.980429128877375,1017.1,28460.752751321783,2333.570447166804,0.0,548.602935969477,13793.237755620294
23,0.660057987140234,3.5944251681182404,0.020673950516756093,0.5528621543348672,28.299011132374567,1019.255,28846.67029857419,2337.942214093226,0.0,552.1713528198854,14015.474321015543
24,0.6645715555739521,3.700287259254152,0.020795969243364115,0.5536391389075936,28.61373954634375,1021.15,29222.446877209364,2432.7699080468506,0.0,565.535754331464,14151.40946318525
25,0.6628556097627707,3.69791501718486,0.020716897094109052,0.5552106283377757,28.924844496635973,1023.61,29611.67344927128,2440.06335817419,0.0,568.5125059436125,14389.841474482439
26,0.6653936163507992,3.767586101445025,0.020770148398644963,0.5572943384625397,29.216907564090324,1026.18,29984.603036383618,2506.8620320656582,0.0,578.7309898781207,14573.55200055659
27,0.6623166570346946,3.7486985900896515,0.02064738323413625,0.5576807112745142,29.512207088925496,1028.875,30368.165925690184,2521.3598998425778,0.0,582.0558169045155,14802.657058415098
28,0.6655600931513495,3.8158450029204927,0.020718943146153655,0.5600208339998645,29.797415600279873,1031.795,30748.634461232912,2583.8146161952695,0.0,591.9602981917634,15009.081137164105
29,0.6555487937530354,3.7017373526637765,0.020379333978755756,0.5640068051495445,30.07534103490186,1034.66,31121.47189097531,2503.9860952884437,0.0,583.6165838678077,15338.032737883132
30,0.6591607447323413,3.7660531338266865,0.020462627205899673,0.5670933623572172,30.397941836422323,1037.615,31545.200377810233,2553.8082108189396,0.0,590.7440355701275,15599.992985787245
31,0.6642804035374177,3.843448692704095,0.020594500666397418,0.5678555601453789,30.7040753089181,1040.375,31947.53902566656,2640.217285610357,0.0,602.0701750034417,15804.165989256988
32,0.6668713977857936,3.8876906177560384,0.020643906961764494,0.5700091851326081,30.738239598105835,1043.395,32073.2671783142,2682.513922299988,0.0,608.3307049265128,15797.046204867313
33,0.6719572952181687,3.956217789096017,0.020769705030186655,0.5724711889066453,31.098678673558947,1046.705,32552.425384789654,2745.3027067196836,0.0,616.4627533192775,16112.787500944994
34,0.6703914265111497,3.949807966600983,0.02068907178980752,0.5767613137629999,31.506322455173787,1049.945,33081.647353705506,2761.614397387888,0.0,619.5637560792176,16529.132527761965
35,0.6806257332557434,4.087669874279189,0.020973125095639512,0.5784560035859684,31.91225142271425,1053.06,33607.72998157788,2883.877201132142,0.0,635.2187933351685,16845.405336423406
36,0.6813768229511183,4.112455722067522,0.020963460941100864,0.5825994502732513,32.33982911908948,1056.475,34168.27085896248,2914.124219696638,0.0,639.1283305972048,17256.02174242006
37,0.6852299359774494,4.180618281408618,0.02104666995090367,0.5856745436810705,32.75388700312363,1059.965,34720.90613572694,2992.003044011202,0.0,650.2125856514806,17640.71540106975
38,0.6839447784504662,4.167131704557547,0.020973301477096747,0.5899060306932238,33.213990570724,1063.41,35325.155662331264,2992.1104258671107,0.0,650.7339969251657,18133.841135730305
39,0.6877288005064753,4.23495452813324,0.021056643765969604,0.5934538401029812,33.67682422631173,1066.73,35927.71295543822,3055.234246214885,0.0,659.4985664388339,18556.063991260093
40,0.696239367915018,4.375466761365924,0.02128159870171652,0.5953689627885038,34.2031437308313,1070.19,36608.10808147055,3197.290293036831,0.0,677.7334073418465,18988.590803703715
41,0.6936461409956491,4.366656260189384,0.021168145381539962,0.5999839451644305,34.73108560767229,1073.665,37294.66714672349,3204.4819211234217,0.0,679.6365197199312,19532.34421524839
42,0.698139683259768,4.451611409196067,0.02126948363241903,0.6027426346713526,35.32964668262529,1077.32,38067.351917600085,3298.317210360366,0.0,691.8971358747651,20072.529977345628
