time,alpha,x_min,error,gini,mean,pop,gdp,rev,exp,btm,top
0,1.4174219467497418,8.182209261313044,0.04482281757239084,0.480884753927117,25.57845779858124,1000.0,25578.457798581265,1844.5763863167945,5115.691559716261,851.2849141173081,11598.66624237366
1,1.3809341306194156,8.238586211771862,0.04366685613237638,0.47745979078127354,26.063465819193752,1000.145,26065.875044777422,1809.0690649797982,5213.175008955484,855.8243931042227,11747.874427686693
2,1.305265437220733,7.888273655036621,0.04127357624578201,0.4750404122909481,25.284870006693968,1000.115,25288.450702337304,1655.9152386298385,5057.690140467465,823.9956047295872,10998.387448927262
3,1.2983966560587872,8.106104613142909,0.04105797353105211,0.4712951111415103,25.89931792251382,1000.045,25900.544927189014,1745.0048561526066,5180.1089854378,848.9843204231204,11163.63141670127
4,1.275261307704932,8.200365123792944,0.04032850958092294,0.46925583117517156,26.465003865832088,999.935,26463.3638990026,1760.1329969740866,5292.6727798005195,864.2715278316739,11355.400298368595
5,1.2655478593139466,8.377915638570709,0.04002062439465133,0.46558604713436597,27.021358260212633,999.98,27020.19939844147,1828.2169000030312,5404.039879688295,886.3679331601885,11491.083283683412
6,1.2450004117192126,8.45682845055188,0.03936666222448857,0.46351805711954724,27.57009700146453,1000.175,27574.95359343668,1822.6204211072438,5514.990718687329,900.8281674035164,11686.27987756659
7,1.231273286571509,8.581165670055778,0.03892811649079479,0.46088325117755025,28.098530791953007,1000.39,28109.489357223894,1841.8597693664713,5621.897871444782,919.1261109710952,11849.135132072595
8,1.2238554005428313,8.7619841110338,0.03868708311490311,0.45720518315232916,28.650647144033297,1000.74,28671.689123822514,1897.1898528024678,5734.337824764487,942.9427853052381,11996.531181814202
9,1.217982348691033,8.94151994925058,0.03849243086520581,0.45374233217173815,29.170626612146865,1001.195,29205.475734494565,1955.702756647058,5841.0951468989115,968.8386354020449,12121.53353578795
10,1.2099093372527496,9.094788323351253,0.03822520438402782,0.45167108863565053,29.721205237661575,1001.845,29776.225130441984,1980.3856430549085,5955.245026088399,993.0200119886259,12307.33484778791
11,1.19517116906258,9.18211022690255,0.03774884738257574,0.44920210835539715,30.238362093294572,1002.41,30312.786012511755,1976.1457263968873,6062.557202502347,1015.320882791463,12488.463180410234
12,1.1813018003587359,9.259502091213312,0.037293983136737444,0.44747446906329336,30.743512875698283,1003.315,30847.81166698619,1959.18789917975,6169.562333397235,1037.8883680124693,12678.975607128592
13,1.1733121780536897,9.402432491877263,0.03702761613291219,0.44445442056506435,31.232088499994365,1004.065,31361.620392308923,2002.148359141714,6272.324078461791,1068.824006352303,12807.97549902621
14,1.1703109159076654,9.590894532291822,0.03691214628880264,0.4413553501725294,31.75294511464114,1005.17,31919.463934557763,2073.3376873961124,6383.892786911557,1105.9518892695432,12938.803366742786
15,1.1691642518434862,9.78217618358645,0.03685526457145884,0.4381480934811873,32.252595300736,1006.305,32459.129079362945,2131.9133452291835,6491.825815872591,1141.4449231724655,13083.317973988287
16,1.1643826646583815,9.948323937708034,0.036677105386298085,0.43574728159394704,32.75441109987812,1007.78,33013.3444582188,2192.371050037804,6602.668891643744,1177.614319007509,13227.13724058814
17,1.1539584633992843,10.030452764458943,0.03632626993077024,0.43382699512972517,33.230884908033374,1009.075,33536.61261879206,2182.931562590292,6707.322523758406,1205.7878972922547,13414.469730363951
